Tenure,Monthly_Charges,Total_Charges,Support_Calls,Internet_Usage,Contract_Type,Churn
72,29.36,2141.48,3,69.51,0,1
38,69.76,2644.36,2,55.82,1,0
16,27.76,440.22,1,63.78,0,0
60,71.35,4308.52,2,85.85,0,1
57,75.68,4326.35,1,66.35,0,1
67,49.37,3297.97,0,20.93,1,0
33,108.26,3613.03,3,74.83,0,1
25,85.85,2156.99,1,67.48,2,0
22,117.72,2579.45,1,48.72,0,1
56,72.76,4065.09,3,49.91,1,1
26,109.14,2827.0,2,64.7,0,1
32,24.34,786.46,2,82.17,0,0
45,94.34,4251.04,3,47.27,1,1
34,98.32,3352.61,2,111.16,0,1
51,96.26,4875.14,4,68.29,0,1
62,107.62,6674.8,1,66.72,1,1
35,70.11,2464.37,4,58.93,0,1
4,101.04,394.19,2,20.45,0,1
18,88.65,1599.0,2,69.01,2,1
17,85.84,1490.85,7,36.51,1,1
29,34.53,968.48,1,48.19,1,0
1,36.79,66.95,4,75.96,0,1
28,90.87,2520.75,3,49.03,2,1
48,66.09,3168.92,4,78.43,1,0
26,21.41,568.75,0,40.18,2,0
58,93.91,5458.59,3,63.02,0,1
47,29.22,1397.0,1,56.35,0,0
32,26.65,847.02,2,53.91,0,1
53,29.43,1542.16,2,39.71,0,1
60,46.11,2738.42,8,51.28,2,1
58,40.06,2337.01,1,37.06,0,1
43,39.55,1714.44,2,56.45,0,1
25,69.03,1757.57,0,53.28,0,1
13,64.27,838.47,4,55.54,1,1
66,117.02,7718.45,7,32.35,0,1
14,48.54,677.87,1,59.02,0,1
71,64.19,4534.47,0,56.84,0,1
35,99.51,3489.78,0,56.66,0,1
10,35.31,352.76,1,80.64,0,0
45,88.13,3979.66,7,48.01,0,1
13,74.7,974.82,3,14.16,1,1
17,92.98,1617.84,1,28.7,1,1
14,68.36,951.51,4,27.08,0,1
65,47.76,3080.15,3,27.81,0,1
48,119.39,5722.43,5,34.43,0,1
65,89.58,5864.49,3,42.18,1,1
30,29.15,878.36,3,60.69,0,1
18,61.68,1100.63,2,69.17,0,1
11,93.37,1019.02,1,40.5,0,1
10,62.56,597.02,2,51.16,0,1
44,28.56,1214.37,3,38.11,2,0
25,66.03,1636.36,2,74.6,0,1
23,118.36,2716.46,1,75.98,1,1
71,118.1,8407.42,2,36.34,0,1
22,30.46,664.92,4,32.58,0,1
53,87.09,4598.4,0,48.58,0,1
23,48.5,1076.85,2,67.18,0,1
8,42.97,359.04,2,3.5,1,0
43,57.75,2464.93,2,70.39,0,1
18,75.0,1317.18,4,39.19,0,1
53,87.57,4650.52,1,68.63,1,0
25,114.68,2846.86,1,74.99,2,1
66,32.51,2185.55,3,36.8,1,0
58,81.47,4720.03,2,51.97,1,0
9,88.25,813.57,1,63.65,1,1
52,106.27,5505.8,3,49.01,0,1
64,54.96,3507.24,0,1.82,1,0
30,86.89,2608.06,1,49.29,0,1
51,47.18,2468.23,2,48.34,0,1
65,83.42,5394.73,2,69.44,0,1
38,79.04,3020.05,0,30.24,0,1
15,100.12,1505.28,2,35.92,0,1
25,119.93,2975.45,1,55.57,0,1
65,38.48,2474.0,5,32.1,0,1
17,23.6,400.7,1,48.22,0,0
30,79.92,2398.03,2,75.17,0,1
13,44.98,579.9,1,80.34,0,1
60,91.04,5463.63,0,50.33,1,0
67,26.01,1758.97,1,53.03,0,0
47,91.97,4329.49,2,72.82,1,1
27,33.53,867.75,3,30.04,1,0
34,80.57,2737.91,1,37.44,0,1
9,96.7,849.19,2,26.56,0,1
36,68.56,2460.07,2,71.32,0,1
51,68.56,3510.23,2,31.28,0,1
25,102.71,2613.96,2,54.51,0,1
49,91.94,4470.19,0,57.8,1,0
16,40.08,679.6,2,46.26,0,1
63,64.77,4102.78,3,62.91,1,0
39,64.68,2510.16,1,45.95,2,0
32,86.67,2780.34,3,49.06,0,1
44,70.21,3076.42,4,56.88,0,1
9,59.89,572.28,2,19.26,2,0
31,28.19,888.74,2,78.34,0,1
20,68.73,1385.35,2,64.28,2,1
50,101.98,5093.81,0,60.83,0,1
25,89.13,2220.02,3,77.98,0,1
51,105.52,5383.68,1,26.87,1,1
18,35.93,680.18,3,45.08,2,0
32,53.31,1721.68,3,54.56,0,1
60,31.06,1833.86,4,40.19,0,1
3,96.83,259.41,3,33.59,2,1
40,36.75,1466.75,1,57.76,1,0
36,28.14,995.91,3,30.8,2,0
69,45.48,3129.37,4,39.7,1,0
66,78.42,5150.16,3,49.72,0,1
44,99.93,4368.03,3,67.7,0,1
59,105.04,6154.44,4,74.88,2,1
20,67.03,1350.11,1,66.73,1,0
14,105.34,1488.15,2,17.79,1,1
12,25.4,290.75,4,60.87,0,1
3,104.37,321.32,1,40.27,0,1
64,78.28,5034.62,0,34.22,2,0
2,88.83,185.27,1,33.17,2,1
58,107.24,6195.59,0,75.11,0,1
45,107.28,4828.0,2,32.59,0,1
65,50.89,3283.27,3,65.11,0,1
43,95.67,4104.06,1,28.15,0,1
35,64.24,2266.95,3,53.35,1,0
26,83.51,2160.37,0,62.58,1,0
47,98.28,4642.08,2,32.67,1,1
51,107.81,5504.67,0,35.17,0,1
55,91.59,5062.4,1,61.0,2,1
70,88.0,6155.85,0,46.16,0,1
43,59.66,2575.45,0,52.76,2,0
16,101.41,1607.55,4,32.79,2,1
9,94.18,836.99,2,70.52,0,1
20,107.85,2158.52,4,41.66,0,1
29,41.48,1210.62,3,21.89,0,1
28,25.29,721.48,0,18.17,1,0
66,114.66,7558.63,5,63.37,0,1
36,47.61,1734.03,1,55.17,1,0
42,69.56,2899.43,2,63.79,0,1
1,42.82,58.67,3,33.81,0,1
31,20.75,615.21,1,39.81,2,0
11,114.54,1213.14,3,5.4,0,1
71,97.57,6929.4,1,62.7,0,1
16,114.33,1815.91,1,54.87,1,1
59,70.03,4135.12,4,55.31,0,1
31,58.29,1821.9,3,43.62,0,1
38,72.87,2777.04,3,45.42,0,1
64,46.12,2933.19,1,47.69,2,0
32,73.76,2343.4,0,103.39,0,1
32,55.97,1777.88,0,3.01,0,1
13,30.06,351.94,2,71.9,2,0
39,53.2,2069.41,2,43.09,0,1
66,42.48,2805.89,4,20.74,0,1
19,81.95,1557.37,3,68.23,0,1
1,29.96,51.69,2,56.34,0,1
21,107.45,2284.98,1,26.9,0,1
70,38.73,2705.82,2,55.22,0,1
49,89.72,4381.8,2,62.23,2,1
32,40.2,1287.0,1,50.91,0,1
29,73.2,2145.47,3,24.05,0,1
23,95.98,2192.29,2,80.61,1,1
61,62.37,3777.03,0,54.03,0,1
24,105.91,2559.85,1,11.45,1,1
65,96.58,6294.38,2,24.09,0,1
16,71.9,1126.37,1,80.6,2,0
60,109.55,6551.53,1,68.73,2,1
19,82.81,1544.68,2,66.45,1,1
33,31.12,1005.15,2,52.14,0,0
29,63.47,1801.69,1,67.04,2,0
72,40.44,2932.09,0,72.46,0,0
54,102.75,5495.31,0,60.29,0,1
63,51.43,3237.99,2,51.23,2,0
59,85.53,5076.18,3,48.5,0,1
63,79.53,5005.14,4,34.97,0,1
39,115.97,4493.61,0,40.22,0,1
45,95.29,4269.2,4,25.52,0,1
18,41.66,756.78,2,56.04,2,0
39,82.38,3198.96,1,70.6,2,0
15,69.25,1052.68,2,55.16,0,1
42,109.09,4544.17,1,28.08,1,1
26,112.93,2930.53,4,43.6,1,1
24,26.49,657.93,1,70.92,1,0
13,75.16,968.22,3,67.89,0,1
64,28.92,1861.02,1,42.72,1,0
48,21.67,1026.62,2,58.7,0,0
67,39.49,2600.41,1,39.06,1,0
44,112.83,4982.56,3,54.38,1,1
59,114.68,6714.04,2,19.11,0,1
46,86.33,3969.99,5,46.46,0,1
27,104.15,2781.59,4,32.72,0,1
56,25.52,1402.01,1,56.98,2,0
35,101.9,3564.59,1,58.71,0,1
46,24.04,1085.95,1,34.38,0,0
43,31.87,1383.5,3,19.56,0,1
50,109.04,5452.3,5,46.79,0,1
66,41.51,2747.21,2,61.36,2,0
22,94.21,2077.71,5,67.82,0,1
5,45.51,249.39,4,55.39,0,1
24,84.74,2047.07,3,66.32,0,1
49,47.49,2315.06,7,53.37,2,1
35,114.58,4003.87,0,33.95,0,1
61,46.16,2795.07,2,63.86,0,1
51,70.31,3553.0,2,62.85,0,1
56,78.57,4399.68,1,21.14,2,0
25,107.96,2660.43,1,67.14,2,1
52,75.7,3912.85,1,62.35,0,1
67,92.75,6191.78,4,63.68,1,1
30,30.32,923.7,3,42.57,2,0
48,77.28,3688.93,3,27.69,0,1
47,36.5,1738.38,2,48.35,1,0
46,65.3,2994.33,3,55.5,1,0
28,72.6,2055.67,1,33.04,0,1
24,117.74,2832.01,2,66.0,1,1
46,55.11,2563.18,4,55.33,0,1
55,28.6,1582.6,2,53.17,0,0
5,63.84,303.33,2,77.31,0,1
31,24.29,746.46,1,43.18,0,0
29,52.31,1527.22,1,93.15,1,0
56,54.0,3056.59,2,42.43,0,1
33,88.42,2932.16,1,60.81,0,1
71,93.5,6671.54,2,0.65,0,1
36,60.66,2204.31,3,56.02,0,1
31,110.89,3430.12,0,50.23,0,1
58,119.74,6954.78,0,53.97,0,1
62,32.41,1973.04,2,6.23,2,0
47,37.9,1796.72,3,33.38,0,1
67,53.64,3558.17,3,67.39,1,0
12,72.39,871.64,2,62.88,2,0
43,58.16,2481.3,1,46.17,1,0
11,108.43,1206.17,2,25.51,1,1
5,47.67,241.8,2,74.51,0,1
46,29.56,1398.78,3,30.03,1,0
3,36.05,111.54,2,23.82,0,1
65,54.01,3496.67,1,45.91,0,1
31,28.85,884.04,3,23.38,1,0
27,63.71,1728.9,1,44.11,1,0
40,37.15,1464.75,0,52.12,0,0
21,103.99,2191.59,2,69.91,1,1
19,84.38,1610.88,1,52.48,1,1
14,72.03,1015.05,0,31.21,2,0
24,37.97,886.31,1,59.23,0,0
21,103.37,2174.8,3,48.68,2,1
53,32.71,1731.09,2,34.73,0,1
12,118.93,1417.84,1,83.48,0,1
44,49.81,2170.25,1,58.68,0,1
56,104.98,5876.69,4,65.99,2,1
61,65.5,4021.86,1,49.84,2,0
45,107.28,4828.8,1,50.49,0,1
6,44.33,269.47,2,38.37,1,0
62,30.91,1896.07,0,30.19,2,0
14,116.63,1652.28,2,68.26,0,1
14,92.65,1294.81,2,31.43,2,1
56,33.77,1870.12,1,63.01,0,0
17,105.07,1775.01,1,43.79,2,1
45,119.46,5378.51,3,81.59,0,1
42,95.87,4020.8,3,52.42,0,1
59,39.08,2269.8,3,37.1,0,1
1,75.74,76.62,3,40.21,0,1
28,74.93,2073.09,3,73.01,0,1
52,115.37,6007.44,1,34.48,0,1
30,56.16,1689.7,2,59.39,0,1
15,65.5,1024.3,4,54.98,0,1
48,113.06,5378.14,1,37.74,0,1
25,64.85,1635.41,0,70.13,1,0
51,41.61,2123.82,1,48.96,1,0
30,25.49,785.25,2,76.98,0,1
16,98.02,1571.36,2,27.88,0,1
35,71.39,2508.85,0,66.69,0,1
30,119.0,3541.58,3,44.0,0,1
37,46.85,1757.94,3,34.54,0,1
11,58.61,643.75,4,54.6,1,1
31,78.68,2450.24,4,62.08,2,1
65,99.77,6475.14,2,51.61,0,1
69,36.36,2529.97,0,22.66,0,0
25,32.87,813.58,3,57.19,0,1
3,95.74,283.85,2,42.67,2,1
49,111.2,5450.63,0,60.78,0,1
22,110.95,2487.25,4,89.72,0,1
58,31.87,1864.94,1,13.75,0,0
14,58.96,819.4,2,46.47,0,1
16,52.27,852.44,0,81.46,0,1
19,88.2,1712.51,2,52.57,0,1
37,108.93,4049.52,2,39.95,2,1
5,63.48,289.02,1,43.65,0,1
64,60.94,3899.9,0,66.21,1,0
37,39.71,1488.08,3,70.26,0,1
14,66.88,934.4,3,26.26,1,1
16,108.61,1757.18,1,35.58,0,1
71,105.53,7504.75,1,74.26,1,1
4,114.66,478.14,1,46.65,1,1
7,32.6,236.54,3,37.21,1,0
34,33.22,1107.76,1,45.23,0,0
40,108.01,4320.56,1,35.29,2,1
45,99.67,4473.0,3,87.53,0,1
59,52.48,3071.25,3,69.89,0,1
16,40.23,640.52,1,64.3,1,0
56,82.99,4628.91,1,76.52,0,1
43,117.01,5030.0,0,22.13,0,1
60,104.95,6300.96,3,25.23,0,1
39,43.18,1706.78,2,62.59,1,0
52,46.36,2403.1,4,31.59,0,1
27,68.78,1884.92,3,43.2,0,1
19,60.34,1178.68,1,72.73,0,1
65,22.09,1468.38,2,39.87,2,0
49,97.59,4807.21,1,40.52,0,1
58,96.6,5597.28,1,47.8,1,1
43,61.74,2630.69,2,58.92,0,1
30,49.35,1459.81,2,57.3,0,1
12,59.92,729.88,3,67.3,2,0
71,74.81,5332.59,2,63.12,1,0
13,40.74,551.34,0,45.53,1,0
52,28.16,1463.68,1,65.73,1,0
49,24.0,1199.71,4,61.58,0,1
58,38.56,2218.32,0,52.08,0,0
11,91.52,995.39,0,53.45,2,1
52,106.03,5542.41,3,63.59,1,1
30,47.96,1413.75,5,55.02,0,1
51,27.0,1376.24,4,5.91,1,0
19,60.75,1177.17,2,24.16,0,1
62,106.33,6562.23,2,49.1,0,1
28,52.06,1489.33,2,51.8,1,0
20,98.65,1948.01,5,68.32,0,1
30,79.12,2377.45,1,37.92,1,0
27,94.24,2516.75,4,28.11,0,1
39,115.99,4561.82,0,44.23,1,1
43,86.52,3708.75,1,21.23,0,1
7,115.89,799.76,1,31.62,0,1
35,45.55,1571.61,0,44.64,0,0
21,49.71,1059.04,0,56.99,0,1
55,27.21,1487.63,3,20.35,0,1
63,46.92,2989.65,2,35.2,0,1
38,82.22,3164.85,0,59.92,0,1
56,71.65,4020.91,3,27.24,0,1
41,71.73,2940.08,2,23.36,0,1
65,68.16,4433.38,1,60.46,2,0
47,62.79,2930.26,2,84.07,0,1
12,83.82,1003.43,1,38.47,1,1
56,116.28,6512.29,3,74.89,2,1
34,88.8,3025.19,1,32.76,0,1
32,88.33,2838.82,5,35.81,2,1
12,30.79,399.96,2,94.97,1,0
25,52.82,1290.19,1,74.67,0,1
27,75.42,2041.63,4,57.44,1,1
27,52.74,1417.89,1,64.95,0,1
51,75.89,3903.27,1,59.48,0,1
28,43.72,1229.89,4,73.87,1,0
9,62.43,552.11,3,79.08,0,1
26,57.61,1470.1,1,62.81,1,0
42,23.3,1002.62,2,34.65,1,0
66,60.02,3969.42,3,79.42,2,0
48,65.71,3159.29,3,52.31,0,1
16,91.29,1461.06,2,56.79,0,1
21,87.62,1841.74,4,18.26,0,1
72,70.44,5090.85,2,53.66,0,1
35,116.97,4101.53,3,81.02,1,1
46,43.39,1993.09,3,27.47,1,0
43,37.85,1610.53,1,53.02,0,1
67,66.53,4482.97,0,73.1,0,1
59,116.67,6861.12,3,43.94,0,1
24,94.26,2263.81,2,45.89,2,1
2,59.23,134.49,2,27.49,0,1
51,73.17,3741.73,7,9.61,0,1
67,35.65,2387.39,2,61.06,0,1
9,40.2,389.78,2,25.15,1,0
19,26.82,528.9,1,41.43,1,0
15,55.45,858.06,2,76.9,2,0
28,36.73,1039.72,3,32.47,1,0
52,85.61,4486.76,3,64.09,1,1
22,25.87,555.57,3,71.61,0,1
1,63.51,50.95,2,6.65,0,1
7,93.72,679.27,3,61.13,0,1
7,33.86,269.26,1,61.9,0,1
48,119.47,5757.49,1,45.41,0,1
11,34.96,408.89,2,46.23,1,0
58,83.08,4823.07,3,47.63,1,1
12,49.95,615.93,1,24.09,0,1
68,82.7,5623.1,0,61.9,2,0
35,52.54,1826.24,0,53.47,0,1
42,116.65,4885.17,3,29.27,1,1
30,112.7,3366.9,1,76.23,0,1
47,73.23,3438.42,1,25.24,2,0
25,104.89,2627.01,2,56.18,2,1
46,115.44,5303.03,2,56.48,0,1
67,52.5,3519.5,1,14.97,0,1
27,45.17,1204.93,3,59.68,0,1
45,86.48,3860.48,0,38.79,0,1
51,65.02,3286.93,2,93.42,1,0
61,66.63,4034.11,0,40.92,1,0
62,71.48,4400.02,1,11.74,0,1
34,30.02,985.98,1,10.82,0,0
19,75.37,1411.64,0,68.62,1,0
65,78.42,5119.07,5,41.91,2,1
10,94.85,973.9,2,66.93,0,1
46,100.8,4574.2,0,34.38,2,0
10,103.99,1054.23,3,52.4,2,1
50,85.3,4245.4,1,76.82,1,0
21,103.75,2168.8,0,45.57,1,1
17,72.52,1222.75,1,43.42,0,1
53,84.58,4468.93,0,92.25,0,1
52,32.86,1727.48,2,36.26,2,0
4,57.66,248.46,2,63.6,1,1
9,96.26,872.05,2,74.92,1,1
58,108.52,6304.48,5,50.0,1,1
56,55.61,3098.54,3,21.67,0,1
46,50.36,2308.78,2,9.72,1,0
65,29.09,1861.4,4,44.89,0,1
46,37.3,1702.11,2,59.2,2,0
6,59.16,352.31,3,44.13,0,1
29,88.28,2518.27,2,74.02,0,1
13,78.24,1022.03,3,71.22,1,1
44,41.96,1821.03,2,44.17,0,1
64,82.65,5297.87,3,32.48,0,1
63,61.61,3889.98,5,37.01,0,1
9,39.14,365.53,1,37.24,1,0
17,89.18,1523.38,2,64.34,2,1
2,90.26,187.26,3,53.46,2,1
48,34.76,1636.56,6,50.02,0,1
3,52.29,158.36,3,39.01,0,1
64,65.93,4219.73,4,46.37,1,1
18,46.46,867.68,2,37.52,0,1
17,25.69,423.22,1,57.45,0,0
35,78.61,2723.74,2,18.94,0,1
14,45.96,664.82,3,10.17,0,1
47,115.43,5397.48,4,42.18,0,1
12,30.21,344.94,3,46.7,2,0
8,47.05,366.83,2,55.13,0,1
68,36.98,2536.9,2,36.21,0,1
39,61.3,2369.35,1,65.13,0,1
38,117.88,4457.78,4,51.98,0,1
19,24.6,462.53,0,97.87,1,0
29,87.07,2503.04,1,27.48,0,1
2,102.3,172.79,3,54.55,0,1
52,108.21,5605.09,2,26.76,0,1
55,97.96,5397.41,2,65.28,0,1
33,81.78,2688.01,1,56.71,1,0
62,80.91,5041.94,0,48.83,1,0
32,80.34,2546.56,1,52.09,0,1
4,26.41,96.46,2,53.79,1,0
62,46.11,2869.37,4,50.96,2,0
10,89.02,933.0,0,45.12,1,0
43,62.43,2688.76,3,23.7,0,1
49,30.75,1513.59,1,77.47,1,0
40,96.24,3838.2,1,61.83,1,1
42,94.94,3998.69,1,32.09,0,1
36,40.22,1459.88,0,36.67,2,0
64,113.3,7272.98,4,80.82,2,1
10,102.86,1019.75,2,48.21,2,1
32,107.15,3421.44,1,54.73,0,1
32,29.3,926.51,2,99.27,0,1
47,47.8,2213.83,4,24.0,2,0
33,81.52,2646.73,1,55.59,2,0
37,104.1,3808.5,3,60.63,2,1
69,72.57,4996.6,0,53.64,1,0
53,76.21,4069.56,2,49.95,1,0
60,68.93,4160.81,2,47.76,0,1
35,36.97,1303.84,2,29.03,1,0
19,68.75,1292.36,3,22.82,0,1
52,80.57,4223.81,1,84.46,1,0
19,105.19,2005.55,0,82.95,2,1
21,59.16,1256.35,4,68.04,0,1
12,114.48,1395.29,2,53.53,0,1
60,69.9,4185.63,0,62.68,1,0
3,100.99,275.6,5,28.19,0,1
6,75.38,464.24,1,26.02,1,1
23,35.0,796.57,3,14.2,0,1
30,53.56,1619.98,4,48.08,0,1
21,23.93,542.53,3,33.19,0,1
65,68.39,4462.02,4,33.26,0,1
64,59.64,3813.5,1,76.28,0,1
29,116.44,3390.24,1,12.29,0,1
43,119.06,5130.83,1,71.89,2,1
10,100.01,1012.01,3,34.57,0,1
6,99.18,608.07,2,31.89,0,1
50,84.65,4247.21,0,33.64,0,1
70,41.86,2941.64,1,8.68,0,1
23,82.33,1909.65,2,32.05,1,1
8,81.48,663.4,0,34.03,0,1
50,59.63,2979.95,1,35.06,0,1
65,61.97,4047.76,0,70.38,0,1
45,101.41,4562.96,2,46.0,0,1
41,75.2,3068.81,2,36.42,2,1
10,89.98,907.28,1,44.4,0,1
19,87.62,1704.97,2,36.39,0,1
58,95.09,5509.09,0,22.4,0,1
53,32.18,1708.55,3,63.68,0,1
1,46.51,72.22,1,51.9,0,1
71,107.66,7642.27,2,30.1,0,1
32,58.03,1868.06,2,43.87,0,1
8,67.53,535.07,3,25.74,0,1
8,20.52,185.45,4,32.24,0,1
32,111.61,3575.48,2,51.47,0,1
39,27.81,1037.75,4,14.66,0,1
61,107.32,6548.56,2,37.53,0,1
5,46.93,226.1,5,34.05,0,1
36,115.34,4167.39,0,45.14,2,1
44,39.28,1704.11,3,67.56,0,1
29,22.19,640.39,4,58.65,0,1
10,65.79,648.84,1,62.92,0,1
23,113.79,2594.18,4,37.68,2,1
61,67.93,4144.95,2,67.85,0,1
68,107.87,7346.16,3,46.95,2,1
46,23.36,1068.34,2,52.56,0,0
13,109.12,1397.45,5,57.0,0,1
37,52.23,1928.12,4,65.92,1,0
16,66.16,1069.6,0,76.07,0,1
16,67.46,1103.77,3,26.23,1,0
39,108.62,4238.08,5,70.3,0,1
28,40.79,1142.3,1,18.19,0,1
47,49.17,2284.99,2,44.04,0,1
49,22.6,1118.4,3,22.82,0,1
36,62.56,2264.21,2,46.71,2,0
43,36.17,1538.36,2,104.29,0,1
33,48.21,1580.94,1,44.26,1,0
34,37.2,1261.74,1,41.6,0,0
60,64.04,3852.19,4,48.76,0,1
12,114.58,1373.92,1,66.0,0,1
21,22.7,485.64,3,23.51,0,1
36,116.91,4205.68,6,44.08,0,1
34,82.5,2788.65,0,47.3,0,1
45,73.15,3287.66,3,45.59,0,1
10,68.51,719.86,2,62.12,2,0
48,61.73,2981.85,0,48.53,1,0
18,77.54,1384.26,1,87.54,0,1
56,22.28,1226.25,0,58.2,2,0
1,88.92,94.12,2,30.26,0,1
64,46.52,2985.54,1,41.16,0,1
66,104.08,6895.15,1,89.89,0,1
34,32.25,1085.38,0,72.47,0,0
49,59.55,2931.48,9,72.77,2,1
28,100.4,2835.98,4,54.27,0,1
54,59.74,3224.32,1,78.13,1,0
21,21.88,482.13,0,48.72,0,0
63,80.46,5052.2,1,48.29,2,0
7,102.79,705.66,7,81.8,0,1
55,55.81,3064.36,2,54.25,0,1
44,37.83,1659.62,2,58.85,0,1
55,49.51,2724.55,1,51.14,0,1
44,42.04,1837.92,1,35.83,0,1
43,64.65,2774.07,2,47.05,0,1
37,96.12,3537.53,2,20.66,0,1
2,23.43,25.17,2,36.52,0,1
59,51.59,3052.97,1,26.06,0,1
31,78.7,2415.79,0,51.59,1,0
7,75.52,536.18,4,52.44,2,1
66,61.94,4038.77,0,73.19,0,1
39,78.87,3063.91,3,62.6,1,1
65,85.45,5564.02,2,77.8,2,1
12,58.39,671.23,3,91.62,0,1
31,36.15,1098.71,1,40.29,1,0
56,21.13,1167.81,0,63.96,1,0
33,116.22,3837.29,3,72.3,1,1
47,46.13,2172.09,0,19.12,0,1
57,80.2,4583.64,1,39.76,0,1
65,51.37,3355.84,2,61.07,0,1
47,62.27,2932.76,4,11.34,0,1
28,59.7,1702.12,3,56.48,2,0
46,23.2,1061.81,4,99.91,0,1
12,54.43,670.67,1,47.21,1,0
34,54.76,1907.74,5,77.59,1,1
58,113.72,6599.94,0,39.49,0,1
18,49.17,911.91,4,74.27,0,1
32,96.91,3120.33,3,40.92,0,1
72,28.97,2093.58,0,46.41,1,0
15,57.25,864.66,0,54.82,0,1
35,71.96,2510.89,2,63.54,2,0
72,87.21,6242.12,3,53.3,0,1
31,102.66,3199.08,2,26.38,1,1
34,31.19,1059.5,3,58.7,0,1
17,76.65,1303.88,2,75.78,0,1
32,40.45,1270.55,1,23.78,1,0
57,115.89,6621.26,1,57.05,1,1
64,103.44,6638.44,2,25.32,1,1
38,48.41,1815.46,1,41.34,0,1
68,61.86,4199.4,3,67.98,1,0
51,36.64,1884.09,3,52.11,0,1
12,47.92,600.46,2,63.59,0,1
54,55.08,2948.99,2,30.58,0,1
44,113.97,5040.65,2,48.19,1,1
47,100.65,4742.38,3,54.62,1,1
58,50.17,2896.24,1,53.95,0,1
52,81.62,4236.53,1,68.76,0,1
26,87.93,2273.27,1,13.3,0,1
35,52.34,1865.44,3,73.18,0,1
40,54.98,2173.09,1,71.93,1,0
72,31.96,2301.1,0,0.0,0,0
68,63.26,4291.21,4,78.59,1,1
37,88.42,3262.52,1,51.23,0,1
17,71.93,1177.52,2,50.95,0,1
49,86.56,4242.67,2,46.53,0,1
14,45.68,639.9,0,70.81,0,1
56,85.25,4762.22,1,41.41,1,1
3,57.66,168.32,1,56.72,0,1
72,64.78,4653.64,3,16.85,0,1
9,105.43,941.41,2,52.54,1,1
22,93.68,2060.59,3,6.64,0,1
68,101.34,6908.93,3,51.64,0,1
38,58.43,2233.04,5,47.11,2,1
17,51.7,903.24,3,37.83,0,1
3,114.22,316.47,1,78.59,2,1
58,89.45,5188.43,0,58.35,1,0
67,101.26,6770.37,3,58.04,2,1
47,63.07,2933.98,4,77.33,0,1
30,84.57,2527.51,5,57.02,2,1
39,105.81,4144.49,2,73.59,0,1
24,92.34,2225.26,0,13.08,2,0
12,79.31,957.98,2,48.11,2,1
53,108.16,5743.0,0,63.23,0,1
37,28.77,1061.78,2,49.07,0,0
6,28.42,183.49,2,71.08,0,1
38,64.48,2442.36,1,18.11,0,1
55,87.01,4765.18,5,60.2,0,1
20,113.66,2232.9,0,55.46,0,1
45,32.76,1486.99,3,41.07,0,1
59,98.08,5784.07,3,55.58,0,1
4,65.38,299.53,1,23.07,1,1
44,113.93,5017.18,4,74.51,0,1
65,45.55,3000.0,4,85.01,2,0
44,27.3,1217.51,0,54.37,0,0
31,111.42,3432.98,4,49.89,0,1
68,30.35,2080.72,0,28.29,2,0
22,88.76,1947.91,6,80.34,0,1
39,85.75,3308.97,3,25.85,0,1
51,71.66,3647.53,1,47.95,0,1
48,83.75,3999.68,4,116.55,0,1
45,113.15,5101.15,4,43.37,1,1
21,46.01,963.17,3,82.16,2,0
39,49.87,1928.5,4,33.6,0,1
4,48.49,233.56,2,0.0,1,0
17,94.95,1583.67,0,44.6,0,1
72,89.77,6451.41,4,82.81,0,1
40,40.9,1626.5,2,63.87,0,1
61,105.83,6423.6,3,88.24,0,1
3,114.06,337.41,2,69.83,0,1
16,93.3,1526.37,0,75.82,2,1
70,96.53,6767.8,1,78.16,0,1
34,105.01,3603.04,1,84.25,0,1
61,58.0,3533.87,3,11.46,1,1
5,67.42,360.91,3,52.95,0,1
22,111.4,2465.75,4,33.92,1,1
54,98.44,5279.29,1,92.02,0,1
62,40.06,2507.4,1,62.12,0,1
58,100.9,5866.29,3,40.44,0,1
36,47.13,1669.76,2,74.47,0,1
55,91.6,5019.62,1,57.02,0,1
22,67.91,1488.23,1,61.39,0,1
45,112.74,5087.71,1,17.98,0,1
20,115.24,2268.04,1,29.93,1,1
39,115.72,4511.43,1,24.56,2,1
17,62.3,1045.24,2,57.07,0,1
2,51.51,103.1,5,36.12,0,1
34,115.79,3936.77,0,70.46,2,1
8,20.02,156.57,3,85.38,1,0
15,75.03,1120.74,1,40.92,0,1
49,80.06,3929.13,1,41.55,1,0
3,45.86,96.97,1,53.24,0,1
70,37.81,2649.58,1,34.53,0,0
56,46.12,2559.2,3,61.48,1,0
33,49.2,1659.37,2,73.58,0,1
15,52.63,779.84,2,49.26,1,0
58,76.34,4424.05,4,65.43,1,1
55,111.44,6163.17,0,31.19,1,1
54,25.6,1387.98,2,73.3,0,0
34,97.07,3309.33,2,89.04,2,1
21,79.77,1692.0,2,92.53,0,1
53,79.71,4206.87,5,33.41,1,1
24,113.95,2752.02,0,44.15,2,1
58,73.63,4269.76,2,65.69,0,1
34,78.99,2645.4,3,63.45,1,1
42,64.12,2719.67,4,31.26,2,1
32,89.11,2836.63,2,56.05,0,1
35,91.42,3227.06,1,25.11,0,1
69,90.16,6243.78,1,23.6,2,1
68,41.97,2848.44,1,25.35,0,0
41,79.8,3311.98,0,46.9,0,1
36,96.56,3495.89,2,62.98,0,1
53,45.97,2445.79,3,39.8,0,1
