Marketing_Spend,Seasonality_Index,Product_Price,Promotion_Discount,Competitor_Price,Weekly_Sales
1412.66,1.27,64.95,0.09,73.16,356
3022.44,1.4,18.21,0.07,21.26,689
5386.98,1.2,87.13,0.01,85.06,625
6555.25,0.83,94.31,0.47,97.58,553
2293.11,1.15,39.44,0.02,33.36,618
4904.73,1.22,26.68,0.02,20.33,659
1652.97,0.66,70.95,0.4,63.68,375
1339.53,1.34,75.62,0.3,81.47,466
8770.13,1.24,21.69,0.14,26.08,962
6925.01,1.02,46.61,0.08,52.35,755
8029.84,0.63,96.29,0.28,103.68,626
2636.9,1.32,85.18,0.07,90.3,432
3899.42,0.85,58.45,0.04,58.83,614
4994.12,0.68,72.44,0.18,68.99,613
6922.31,1.49,21.28,0.1,26.74,832
5813.59,1.11,62.1,0.15,59.95,666
5963.12,1.29,76.77,0.43,75.34,692
2412.49,0.64,32.96,0.38,34.16,510
5273.08,1.12,79.04,0.04,76.94,677
8414.18,1.23,64.46,0.32,72.98,816
5585.15,0.78,32.26,0.41,27.09,744
2797.68,0.65,51.55,0.26,53.13,493
4720.57,1.26,55.22,0.01,50.74,679
7793.28,0.77,15.8,0.21,5.99,1008
2214.93,1.09,75.45,0.19,77.62,460
6224.17,1.28,55.79,0.03,58.01,625
9687.83,0.62,29.37,0.2,29.4,1059
4422.72,1.03,13.78,0.2,17.59,596
1392.77,1.26,76.24,0.12,79.27,452
6697.94,0.65,27.41,0.29,31.49,803
1423.93,0.56,92.99,0.14,86.94,390
2724.45,0.84,79.89,0.25,78.98,577
1435.58,1.33,77.83,0.34,83.09,448
2535.86,0.72,84.59,0.27,92.42,412
8694.39,0.76,33.37,0.36,35.8,868
7613.66,0.55,90.03,0.04,87.33,744
4076.67,0.76,18.39,0.32,9.6,742
9074.24,1.04,61.02,0.44,60.76,865
6986.64,1.31,76.16,0.24,75.44,749
5029.72,0.68,18.78,0.15,27.15,723
1615.0,0.79,17.65,0.2,20.61,556
7576.49,0.78,23.2,0.49,22.18,831
4379.74,1.07,16.59,0.24,18.64,692
3725.46,1.04,75.65,0.3,67.94,580
3594.46,0.87,31.15,0.12,32.12,672
1069.38,1.39,97.29,0.44,96.48,378
7683.81,1.26,54.89,0.25,58.96,729
2307.79,1.02,47.39,0.24,46.86,593
5685.8,1.1,92.32,0.4,91.26,666
1144.73,0.8,11.88,0.44,12.53,549
6650.95,1.47,61.28,0.35,62.51,731
4325.43,0.8,28.62,0.1,27.52,650
6676.73,1.13,57.86,0.43,64.56,733
1809.05,1.33,56.35,0.01,58.93,480
3397.0,1.48,73.6,0.05,72.86,540
1992.76,1.25,38.74,0.25,38.84,580
6814.64,0.55,89.44,0.07,89.8,712
1976.98,0.7,82.53,0.39,77.1,478
6553.92,1.13,21.71,0.35,24.62,748
2212.21,0.66,98.11,0.27,96.56,399
9490.19,1.05,88.45,0.11,81.89,912
4747.43,1.22,44.67,0.27,50.15,583
2139.31,1.25,99.25,0.21,105.78,378
1376.29,0.96,99.58,0.46,103.46,476
3964.8,0.59,58.79,0.06,61.94,608
9022.48,0.9,36.99,0.32,30.97,935
2294.34,0.75,95.23,0.13,97.42,485
8117.49,1.34,59.26,0.43,53.01,816
4756.35,1.43,66.4,0.18,58.08,620
8226.35,1.4,45.42,0.23,39.21,880
8868.62,0.97,95.3,0.4,91.24,765
9980.36,0.82,75.1,0.36,77.92,910
1613.78,1.32,80.29,0.28,83.15,428
8166.71,0.97,18.8,0.49,24.52,852
1627.2,1.25,72.59,0.25,74.45,519
3833.13,0.82,49.8,0.07,50.16,559
6816.09,1.41,78.09,0.44,79.17,673
5025.6,1.43,51.24,0.02,49.61,841
6087.31,0.72,91.65,0.24,91.42,750
9695.73,1.04,64.72,0.1,57.34,933
8367.91,1.19,20.82,0.35,17.38,911
4273.03,0.76,97.04,0.02,96.67,499
6399.5,0.67,98.87,0.39,108.68,521
1436.35,0.72,78.79,0.29,78.87,377
5076.08,1.34,92.88,0.06,96.15,592
6475.57,0.82,16.63,0.42,17.53,833
7432.45,1.0,29.82,0.23,23.03,773
9113.66,0.52,81.27,0.18,82.99,802
3547.52,0.75,48.13,0.17,50.24,562
9119.53,1.02,88.56,0.24,79.86,791
6953.67,0.85,45.66,0.38,43.68,730
1698.81,1.38,57.39,0.34,51.61,539
4423.0,1.04,83.68,0.2,84.36,662
5289.36,1.24,18.98,0.36,25.97,666
4172.39,1.12,69.64,0.43,68.77,612
2043.46,1.47,10.45,0.04,16.76,660
5964.26,0.97,20.18,0.26,29.21,742
2185.78,0.76,37.1,0.21,32.44,593
9235.24,0.61,35.03,0.06,44.19,907
8787.28,1.45,62.44,0.47,55.04,852
5276.94,0.56,51.35,0.24,52.7,682
1609.74,0.87,28.07,0.04,25.86,562
5969.85,0.56,62.46,0.27,56.75,690
6330.13,1.0,63.95,0.33,61.15,700
8995.81,0.6,28.64,0.09,34.59,929
1607.66,0.68,12.85,0.04,13.92,505
7228.94,1.24,95.06,0.11,98.15,606
6065.24,0.57,65.41,0.49,72.24,592
2572.97,1.14,33.69,0.37,34.42,685
2095.6,1.43,91.43,0.33,94.18,366
7245.56,1.33,96.36,0.15,98.67,685
4058.39,1.05,47.83,0.09,50.06,624
9999.46,0.52,97.63,0.33,95.75,859
9046.03,1.45,46.53,0.47,44.14,817
6091.46,0.7,51.03,0.3,40.61,828
6775.58,1.29,76.64,0.01,76.46,678
2429.98,0.81,55.75,0.02,56.58,525
9046.04,0.96,40.55,0.05,46.1,824
5130.4,0.91,56.38,0.49,49.85,623
5692.19,1.31,56.55,0.32,44.49,628
8858.16,0.8,10.02,0.46,17.69,981
1056.25,0.67,47.89,0.24,45.4,413
5449.12,0.5,29.94,0.14,37.5,688
6640.9,0.56,57.0,0.32,57.23,814
2433.79,1.1,88.09,0.18,98.48,380
1614.7,1.43,95.84,0.39,91.03,429
5814.41,0.86,27.69,0.47,26.83,749
5927.76,0.87,19.86,0.49,21.02,704
3972.25,0.87,99.81,0.09,95.48,565
8940.08,1.23,36.51,0.34,41.33,812
3709.76,1.36,69.8,0.07,78.52,519
5648.32,0.73,37.25,0.47,33.63,746
2680.44,0.84,34.77,0.31,41.17,495
1100.44,0.74,49.24,0.4,52.34,420
4834.25,1.23,33.19,0.37,25.94,695
5742.54,0.8,63.76,0.28,67.95,738
7882.12,0.85,78.89,0.36,78.72,710
5038.95,1.48,38.66,0.01,34.05,699
3508.59,1.09,64.76,0.32,67.53,634
6438.13,0.97,56.57,0.06,49.77,845
4430.58,0.76,44.22,0.25,41.32,673
3100.82,0.86,40.11,0.28,45.62,553
9193.13,0.69,59.42,0.39,61.16,790
5830.22,0.7,75.21,0.48,76.28,649
2804.3,1.4,56.34,0.16,52.01,588
7038.2,1.42,21.06,0.36,17.35,901
8227.7,1.4,90.41,0.21,92.95,767
7826.8,0.9,50.41,0.35,46.73,819
6395.84,1.08,23.77,0.44,20.8,744
5676.59,1.1,65.53,0.14,64.58,630
7995.91,1.01,24.65,0.29,26.28,856
7373.1,0.82,65.1,0.1,72.99,637
6143.29,0.84,51.32,0.22,46.28,682
6919.49,1.47,20.54,0.15,17.9,826
2517.63,1.33,31.89,0.2,22.03,601
1179.4,1.08,43.53,0.49,49.64,492
9380.22,0.59,37.34,0.22,37.77,927
9417.56,0.94,67.28,0.34,61.98,813
8091.74,0.93,32.97,0.29,36.85,827
4350.74,1.0,94.99,0.49,101.1,475
2356.76,0.85,63.21,0.44,59.95,444
4215.99,1.32,86.79,0.04,79.54,604
7536.1,1.01,63.02,0.45,67.7,797
4016.8,1.41,27.41,0.16,22.35,695
8163.22,1.44,56.21,0.47,56.24,802
7057.12,0.93,96.56,0.37,100.49,633
6669.82,0.75,30.25,0.21,26.79,698
9372.13,1.29,61.97,0.16,63.81,853
9040.75,1.38,32.17,0.02,32.64,882
7404.99,0.66,55.14,0.22,66.66,770
2793.23,1.04,35.23,0.32,36.21,626
9450.32,0.51,39.57,0.39,36.68,929
3044.1,0.76,96.94,0.26,96.61,523
4353.25,1.35,46.38,0.47,52.23,578
8441.03,1.1,22.99,0.26,23.07,878
2877.91,0.96,10.86,0.04,4.21,715
6747.43,0.89,88.89,0.32,92.29,670
5120.53,0.56,71.21,0.31,70.99,583
6616.3,1.02,11.4,0.25,19.75,788
9622.46,1.42,57.3,0.41,57.89,848
8275.28,1.14,25.74,0.27,17.82,914
3662.4,0.87,67.49,0.48,73.54,617
1515.47,1.22,87.07,0.1,96.42,373
9703.4,1.1,31.96,0.11,36.32,842
6266.55,0.89,14.52,0.1,11.5,885
2557.95,0.73,26.56,0.43,24.97,629
6643.98,0.87,59.91,0.13,49.4,698
1379.95,1.09,63.03,0.25,67.72,459
2687.7,1.13,73.45,0.33,81.9,476
6693.67,0.94,53.74,0.48,51.82,737
4622.3,0.99,85.54,0.23,86.63,589
3925.83,1.5,52.51,0.27,47.16,568
6899.45,1.24,31.72,0.31,32.49,884
8797.63,0.86,83.72,0.46,92.38,671
7107.32,1.06,92.66,0.4,94.88,716
5170.96,1.41,34.91,0.33,37.8,728
6929.77,0.89,47.33,0.12,42.91,857
7260.87,1.12,22.77,0.29,22.46,913
7975.46,0.61,17.53,0.23,16.39,853
3763.44,1.18,41.87,0.3,44.97,582
2029.9,1.01,22.55,0.14,30.71,520
7136.92,1.13,21.72,0.25,23.64,888
2089.76,0.55,89.88,0.44,89.84,341
5158.13,0.6,56.15,0.34,51.59,592
3076.31,0.95,39.95,0.12,37.23,568
3988.64,0.73,23.48,0.13,23.6,662
5235.62,1.17,78.61,0.29,71.82,634
9065.59,0.71,73.38,0.17,70.81,811
7123.81,0.68,56.34,0.06,67.15,737
2544.73,1.21,55.87,0.37,51.32,557
8915.03,0.59,29.33,0.3,32.8,863
5504.89,0.67,47.56,0.31,43.66,721
2838.29,0.62,45.24,0.37,41.66,627
5746.94,0.88,17.3,0.41,19.86,737
2718.33,0.59,91.7,0.27,91.51,432
4305.93,1.12,77.32,0.46,75.31,564
8249.71,1.44,31.4,0.12,34.14,948
6927.54,0.79,76.95,0.2,73.56,693
5301.48,0.54,15.21,0.1,9.65,708
3037.95,1.14,84.18,0.32,89.22,563
3539.52,0.83,37.87,0.26,45.22,590
9804.13,1.03,79.04,0.23,86.82,817
4086.43,0.58,82.07,0.06,92.09,483
6545.15,0.88,50.49,0.28,46.23,697
5497.73,1.36,51.52,0.17,51.42,641
1207.94,0.8,68.9,0.48,74.95,385
9502.07,1.16,38.48,0.32,37.11,890
1791.36,1.24,90.32,0.29,87.11,502
6928.37,0.79,41.41,0.38,40.1,781
8299.22,1.26,74.04,0.19,76.57,710
7738.61,1.03,63.66,0.1,64.04,756
8283.25,0.83,35.82,0.17,28.7,1012
7657.48,0.72,63.6,0.08,69.14,834
5010.15,0.76,62.01,0.21,63.92,595
9066.47,0.78,21.39,0.22,20.51,1004
9211.97,0.87,62.84,0.45,73.05,812
4932.59,1.31,65.65,0.41,71.2,551
5362.99,1.23,67.45,0.38,65.47,668
5370.82,1.38,38.51,0.28,37.02,644
3510.13,0.65,50.27,0.39,51.33,663
2034.43,1.12,81.73,0.31,89.77,425
3357.82,0.83,77.92,0.38,82.25,533
8596.93,1.38,75.58,0.07,73.17,779
5887.51,0.82,84.61,0.35,86.0,636
8651.78,1.3,78.93,0.19,85.67,830
7706.46,1.46,71.24,0.31,66.07,860
4137.53,1.4,37.24,0.5,39.95,610
2667.81,1.42,91.52,0.32,86.74,527
6104.98,1.15,53.19,0.21,45.83,773
9422.71,0.9,68.55,0.26,59.68,852
8554.74,0.84,37.57,0.39,33.63,980
7874.52,0.64,93.34,0.38,89.71,811
7877.57,0.68,16.59,0.25,7.37,889
5749.78,0.65,96.21,0.4,94.78,584
2525.74,0.83,88.7,0.33,86.52,437
3569.9,1.04,87.79,0.45,81.71,434
6201.04,1.31,16.61,0.03,11.7,849
3847.18,0.76,87.49,0.3,80.92,581
8034.1,0.78,80.2,0.42,76.46,738
4358.95,0.93,91.1,0.14,100.74,542
2025.07,0.51,81.83,0.2,76.76,476
8042.9,0.66,15.07,0.45,27.2,833
7283.17,1.23,45.37,0.34,43.15,797
3278.41,0.83,38.05,0.33,35.3,507
9830.04,0.65,78.71,0.43,83.06,799
4628.71,1.36,30.82,0.04,28.35,684
7124.15,1.17,41.29,0.16,34.82,808
9194.04,0.77,47.18,0.45,55.84,973
2403.97,1.42,24.45,0.48,21.51,574
8911.2,1.45,91.69,0.09,90.42,769
7335.22,0.72,18.29,0.19,17.7,922
2508.06,1.36,66.4,0.22,71.62,443
6980.61,0.76,88.99,0.24,97.27,693
8871.18,1.19,55.63,0.37,50.6,934
8191.14,0.78,77.79,0.28,80.37,839
7845.46,1.34,60.84,0.2,57.36,806
2452.03,0.72,80.53,0.29,82.79,416
2715.62,0.53,26.81,0.4,24.93,631
5929.45,0.66,10.23,0.48,13.76,724
6221.31,0.96,35.16,0.3,28.66,780
9492.62,0.68,64.18,0.4,67.28,831
5218.13,0.92,26.06,0.41,31.27,752
3722.52,0.71,69.22,0.46,66.49,667
2716.96,0.82,12.67,0.17,15.5,670
1487.54,1.45,92.01,0.49,97.75,315
1617.88,0.58,88.85,0.39,87.18,355
6167.5,0.99,77.55,0.45,81.21,715
2586.36,1.36,89.1,0.4,94.16,555
8664.55,0.89,67.1,0.45,67.06,741
6368.25,1.48,16.85,0.08,20.03,820
8783.98,0.68,64.93,0.02,70.32,822
4847.16,0.54,58.29,0.14,53.6,573
6361.99,0.54,53.52,0.2,59.58,702
5728.85,1.13,60.35,0.0,55.33,726
9880.09,0.88,94.03,0.16,90.39,812
8171.38,1.14,44.28,0.06,46.7,843
6358.6,1.43,68.15,0.41,67.94,778
6459.27,1.2,86.73,0.05,80.66,711
3239.22,1.31,94.61,0.09,103.15,414
7612.78,0.75,37.73,0.23,39.22,864
9845.5,0.79,50.41,0.42,51.15,924
2164.88,0.96,70.15,0.48,75.3,472
6735.35,0.53,22.63,0.03,21.79,848
5660.93,0.96,66.69,0.04,69.23,644
8653.7,1.24,14.69,0.11,4.97,904
1000.42,0.88,96.61,0.36,92.99,317
2229.26,1.14,73.68,0.16,74.6,515
1333.66,0.74,13.76,0.03,4.11,557
2466.4,1.03,74.27,0.39,76.82,460
7371.43,1.02,17.85,0.2,15.43,803
2257.04,0.97,17.52,0.0,18.51,681
6600.98,1.16,11.05,0.38,14.19,867
8813.85,1.38,39.99,0.18,37.81,913
1311.61,1.36,10.97,0.33,21.06,544
1241.08,0.54,33.66,0.17,32.41,491
9908.63,0.55,62.79,0.04,62.73,819
7059.47,0.61,95.31,0.32,82.65,632
2266.26,1.4,91.48,0.09,87.91,498
3760.23,0.57,92.66,0.15,91.47,493
9865.05,1.09,88.93,0.39,88.53,791
3044.95,1.14,24.1,0.25,17.73,644
7775.44,1.1,59.46,0.04,64.54,786
3170.64,1.23,54.07,0.09,57.0,525
4586.21,0.85,74.64,0.09,76.36,643
8926.34,1.22,63.15,0.29,71.32,768
1255.95,1.17,80.19,0.24,85.02,341
3765.12,0.66,88.53,0.15,78.19,600
5384.73,0.99,80.69,0.5,83.09,636
6629.45,1.32,30.49,0.13,31.79,791
1254.17,0.99,60.07,0.23,58.54,452
4696.04,1.01,10.16,0.15,7.15,735
4098.58,1.47,33.5,0.19,37.68,730
1241.8,0.74,66.07,0.15,64.15,505
4198.31,1.21,38.92,0.06,31.27,720
9385.19,1.14,87.59,0.48,84.09,767
3471.66,1.47,85.77,0.39,82.56,593
6270.32,1.07,32.99,0.39,31.38,711
3682.86,0.61,11.68,0.0,17.22,646
1960.0,1.48,87.33,0.24,86.28,451
3607.51,0.74,94.29,0.24,92.54,507
5236.83,0.79,41.18,0.06,38.81,705
3665.88,0.9,41.83,0.3,41.72,622
6617.52,1.28,47.39,0.09,45.02,798
9541.8,0.51,80.78,0.46,79.4,845
1623.44,1.34,96.4,0.07,99.26,314
7453.04,1.46,23.14,0.13,24.61,807
1011.31,1.24,73.28,0.08,71.23,456
1009.19,0.51,41.48,0.34,40.27,520
2196.27,1.46,74.58,0.33,74.9,518
5319.37,0.51,20.98,0.32,10.48,795
1432.04,1.18,93.47,0.16,93.2,489
7499.37,0.5,46.9,0.1,45.6,762
1263.53,0.8,64.12,0.44,63.28,416
5458.89,1.25,69.96,0.15,71.28,626
7084.89,1.44,41.48,0.26,36.75,766
3137.96,0.53,29.14,0.19,26.5,614
6213.68,1.33,10.21,0.23,8.39,863
3356.03,0.97,63.94,0.43,67.85,565
2926.88,1.08,78.19,0.35,81.62,487
8365.5,0.91,52.39,0.29,53.41,855
3996.22,0.84,81.07,0.04,73.68,548
8325.82,0.68,93.74,0.27,91.14,775
2952.18,0.86,97.33,0.08,86.75,457
4202.79,1.39,50.73,0.17,56.47,634
1923.93,0.59,43.06,0.23,40.68,479
5468.5,1.46,42.34,0.32,44.56,620
4434.35,0.65,17.69,0.01,20.58,746
1053.61,0.55,87.74,0.24,85.43,526
5183.7,1.05,19.73,0.34,14.98,750
1669.73,1.5,63.31,0.33,53.73,501
8532.6,1.29,37.93,0.31,32.42,830
5443.24,0.92,47.32,0.26,54.8,679
7210.46,1.3,67.64,0.08,71.34,749
8390.22,1.33,38.79,0.23,34.77,990
1460.6,0.74,34.6,0.35,27.96,556
4034.78,0.55,19.62,0.0,15.76,626
1226.06,1.41,43.35,0.26,44.04,499
1446.64,0.71,99.69,0.12,99.11,364
1340.49,0.99,93.86,0.37,89.68,318
5301.16,0.72,33.24,0.3,33.82,678
5056.1,0.86,52.47,0.05,48.24,740
1551.16,1.14,76.52,0.36,83.08,350
3361.32,1.05,73.5,0.11,64.94,502
3200.42,1.43,82.96,0.01,88.71,505
3669.54,0.88,60.1,0.47,63.38,530
6766.86,0.94,30.35,0.5,30.13,816
7273.61,0.51,40.22,0.12,41.38,821
4051.64,0.79,15.73,0.25,19.91,738
8094.08,1.23,79.88,0.02,72.6,701
4760.74,1.22,46.72,0.45,54.89,581
5701.62,0.68,73.68,0.17,84.64,572
2309.95,1.49,92.44,0.2,91.29,442
3096.06,0.95,67.76,0.27,69.56,492
7548.0,0.76,36.77,0.18,39.33,782
9793.38,1.23,30.76,0.12,33.49,974
7341.88,1.1,65.91,0.49,69.13,733
1487.79,0.95,67.63,0.33,70.61,454
2286.02,1.31,37.32,0.25,37.46,496
5012.01,1.12,93.28,0.25,100.05,557
7593.16,1.47,61.5,0.23,54.44,817
2493.39,1.33,72.87,0.15,67.49,478
7757.39,1.05,28.5,0.05,33.79,828
6002.52,1.14,77.22,0.44,78.4,615
7970.89,1.02,33.18,0.28,33.16,809
6018.74,0.95,52.51,0.19,48.55,828
6422.71,1.17,70.5,0.09,72.67,687
3238.72,0.73,15.02,0.31,22.09,568
7481.71,0.78,62.59,0.25,71.35,696
8596.13,0.71,46.93,0.0,49.61,705
8841.62,1.09,65.87,0.18,61.18,788
1265.08,1.41,12.32,0.04,13.89,599
6621.38,1.46,44.69,0.36,42.95,783
9905.85,0.69,72.12,0.14,69.6,956
6282.24,0.72,85.13,0.08,80.09,717
2541.42,0.98,44.1,0.12,43.26,517
8898.47,1.1,22.98,0.11,18.11,943
3378.76,0.99,60.4,0.17,54.89,607
1405.12,0.8,45.96,0.46,51.62,416
4874.66,1.21,66.59,0.44,78.2,514
1902.45,0.68,18.73,0.43,30.3,466
2037.18,0.59,88.83,0.15,90.86,369
5169.6,0.71,25.1,0.21,38.46,701
6514.15,1.39,45.67,0.12,40.6,676
9148.53,0.7,25.17,0.4,20.35,913
7347.28,0.96,23.31,0.05,30.29,858
8583.43,0.75,99.94,0.46,97.87,760
4706.06,1.42,61.38,0.01,60.95,658
3867.33,1.3,50.77,0.4,53.15,514
6335.56,0.88,69.26,0.33,69.27,742
7259.5,1.31,81.16,0.05,74.43,685
6114.25,1.48,95.31,0.36,98.67,576
3380.69,1.09,70.77,0.11,64.77,518
4327.52,0.72,87.2,0.46,77.21,642
5034.74,0.85,85.45,0.46,86.33,619
1127.37,1.02,71.1,0.41,65.31,486
8918.55,1.09,32.46,0.22,28.87,1014
5602.69,1.32,59.01,0.42,58.37,806
7759.27,0.97,33.78,0.42,33.5,833
2547.2,0.54,87.32,0.1,86.92,379
6009.79,0.56,10.0,0.4,13.23,832
9335.18,1.41,11.28,0.19,19.14,943
2928.49,1.13,15.0,0.11,11.2,602
4112.71,1.3,81.84,0.06,85.67,589
4494.91,1.19,43.18,0.16,43.89,630
4449.73,1.4,81.32,0.48,85.35,552
6405.6,0.52,70.73,0.49,71.27,597
4543.93,0.95,56.31,0.34,53.13,599
7066.49,0.63,23.05,0.3,24.05,865
5361.04,1.0,84.42,0.38,90.92,538
2418.63,1.4,85.26,0.01,79.8,504
9537.11,0.9,23.75,0.22,16.66,899
3155.65,0.61,68.06,0.11,69.1,530
6062.23,0.72,11.91,0.28,11.59,755
1546.25,1.01,29.1,0.41,37.13,441
9267.6,1.15,42.97,0.1,43.37,918
9351.96,0.5,50.12,0.04,50.62,805
4280.9,0.89,49.77,0.09,52.29,506
2088.82,1.15,19.67,0.2,19.52,633
7929.86,1.15,26.2,0.14,33.03,838
3360.27,1.11,61.78,0.02,61.8,545
7305.54,0.52,96.13,0.17,98.07,731
9236.33,1.33,65.27,0.45,71.54,841
6312.14,1.25,44.99,0.21,50.19,771
8751.14,0.74,58.73,0.44,61.68,790
3021.84,0.96,75.84,0.02,70.04,553
9193.88,1.44,46.22,0.17,44.32,1064
3039.8,1.11,48.47,0.38,45.26,565
3032.2,1.24,26.71,0.35,25.98,742
8918.82,1.23,12.68,0.36,12.68,970
5994.13,1.06,77.83,0.26,80.63,674
8194.97,1.02,74.77,0.43,71.69,846
8222.4,1.43,82.77,0.01,92.05,778
6822.65,1.0,34.64,0.48,48.6,755
2701.66,0.63,85.35,0.38,85.67,510
7228.85,1.12,70.19,0.36,67.29,758
1572.71,0.85,39.59,0.36,36.14,570
2806.01,0.55,79.7,0.35,87.31,503
6786.21,0.85,33.67,0.37,24.64,834
9170.29,1.47,42.26,0.32,40.2,921
7945.24,1.22,76.79,0.3,78.28,701
3992.12,0.95,77.67,0.49,85.43,398
8413.32,1.39,51.08,0.08,58.96,888
9699.38,0.91,70.45,0.08,68.06,877
3987.55,1.22,84.05,0.2,77.3,570
2681.43,1.44,96.25,0.49,106.21,416
2777.63,0.54,90.7,0.26,82.8,522
4602.91,1.37,76.68,0.04,80.05,448
1470.91,0.79,13.22,0.02,18.47,646
5389.82,1.01,24.18,0.47,19.1,666
7590.69,1.11,79.75,0.01,74.07,751
5774.14,0.9,44.21,0.42,38.05,732
9730.45,0.95,75.53,0.49,78.9,894
5155.31,0.78,11.36,0.06,14.6,733
1119.33,1.29,82.69,0.13,85.24,309
5231.12,0.7,96.53,0.01,97.64,543
9368.94,1.06,74.48,0.44,86.1,812
1862.75,0.93,62.97,0.33,60.9,520
3006.71,1.08,88.01,0.12,83.48,509
7440.03,1.05,66.0,0.24,72.88,738
3646.91,0.87,42.54,0.02,40.39,577
7887.17,1.09,46.55,0.07,51.55,784
4773.92,0.82,83.66,0.25,82.51,564
8164.6,0.84,84.13,0.24,90.15,753
5963.8,1.01,23.38,0.28,20.03,834
1742.22,0.93,63.92,0.34,68.28,481
4475.23,1.31,18.81,0.2,9.54,716
3999.23,1.19,45.74,0.05,44.21,569
8290.73,0.58,97.79,0.44,91.97,691
6623.9,0.53,18.56,0.02,19.3,820
7996.61,0.98,78.96,0.42,79.47,714
4349.35,0.89,46.55,0.3,46.07,649
7225.69,0.67,15.8,0.42,10.3,790
1587.11,0.7,16.05,0.31,22.72,560
1330.51,0.59,96.48,0.43,95.56,383
3587.21,0.51,91.73,0.47,94.93,490
7963.29,1.12,89.69,0.3,93.69,732
5806.79,0.68,50.34,0.09,47.36,764
4679.4,1.49,67.68,0.29,74.26,677
9069.71,0.85,12.25,0.06,10.12,997
5476.25,0.69,37.05,0.49,37.01,775
6520.5,0.72,99.66,0.25,97.51,669
9872.46,1.15,87.11,0.39,89.31,790
5701.53,0.94,29.04,0.08,35.65,665
8051.52,0.52,51.93,0.49,51.45,850
4724.43,0.59,87.05,0.09,88.97,459
1327.06,0.83,33.93,0.24,36.44,451
8510.25,0.63,56.31,0.41,56.64,874
9499.64,0.53,32.86,0.24,35.68,909
4909.44,1.39,67.19,0.11,74.45,551
5532.73,1.13,29.44,0.34,23.67,719
4817.24,0.88,14.86,0.02,21.88,773
9972.15,1.49,91.35,0.16,93.73,884
9130.25,1.5,67.98,0.37,60.74,875
1369.91,1.21,23.25,0.36,20.48,563
8011.17,1.04,44.62,0.18,39.34,837
6407.53,1.11,83.28,0.32,89.04,666
1226.28,1.1,37.98,0.15,39.77,466
5002.41,0.76,64.14,0.27,64.55,654
2347.4,1.06,83.39,0.34,81.6,538
8857.43,0.61,50.59,0.18,52.19,808
1114.29,0.57,97.54,0.04,94.84,254
8857.95,0.8,65.52,0.02,72.37,766
9467.55,0.78,29.37,0.49,32.56,952
1656.86,1.29,97.99,0.0,108.44,391
7478.54,0.57,83.72,0.01,88.06,670
5940.03,0.54,73.48,0.13,67.69,702
9588.49,0.93,48.18,0.23,46.72,863
8183.35,1.21,59.58,0.45,54.64,804
7249.73,1.47,10.42,0.11,5.48,968
9329.59,0.8,22.87,0.3,16.47,984
2443.15,0.54,49.64,0.2,49.1,479
4383.64,1.32,54.37,0.23,56.18,640
8586.48,1.13,75.47,0.1,74.23,820
1914.27,1.34,67.87,0.15,58.32,556
9419.03,0.56,87.95,0.37,83.42,782
7706.4,0.71,30.21,0.15,34.52,829
4954.0,1.4,77.24,0.36,86.02,623
4048.49,1.35,43.25,0.38,46.24,562
2328.46,0.95,52.93,0.37,49.44,571
1843.06,1.37,91.07,0.03,96.48,393
4812.35,1.23,50.05,0.36,44.46,653
8587.89,1.31,20.35,0.06,18.74,927
5786.65,0.74,63.61,0.14,63.34,666
5060.34,0.77,76.11,0.26,72.42,663
3871.38,1.27,48.21,0.46,42.08,559
2412.55,1.35,96.32,0.39,106.36,426
9910.89,1.29,49.35,0.36,46.41,963
1231.59,0.69,31.76,0.23,29.04,516
3806.34,1.42,68.31,0.26,72.75,521
7924.42,1.48,98.07,0.27,95.8,786
5685.02,0.56,35.12,0.41,42.16,667
3824.69,1.39,15.67,0.41,15.24,667
9934.65,1.26,65.54,0.45,64.45,875
6572.53,0.69,33.96,0.4,37.32,796
3656.4,0.71,69.7,0.04,71.84,576
8631.58,0.74,22.05,0.46,28.08,829
2351.48,0.54,16.05,0.4,23.84,525
5172.17,0.81,31.12,0.22,35.09,699
8556.3,1.31,84.4,0.46,84.0,807
9852.92,0.71,11.83,0.04,5.91,995
4447.52,0.73,55.69,0.03,51.84,648
2242.99,1.23,93.38,0.43,94.05,494
6102.37,1.23,22.34,0.38,19.57,789
9495.94,0.9,67.91,0.09,59.95,933
6990.51,1.34,23.18,0.11,28.22,804
6419.44,0.87,92.61,0.42,88.96,574
3783.63,0.72,66.18,0.21,75.28,507
6457.06,0.74,78.85,0.34,73.76,761
8962.1,0.75,61.8,0.01,59.85,848
4379.73,0.67,71.97,0.43,69.53,616
3178.48,0.61,99.73,0.13,100.35,493
5328.62,0.65,75.6,0.01,68.43,636
4385.69,0.73,47.39,0.46,40.03,624
5229.33,1.27,48.41,0.31,53.76,696
1861.57,0.64,91.1,0.24,91.02,420
4025.89,0.95,75.07,0.38,76.48,597
8438.93,0.65,63.37,0.4,64.61,769
4602.89,0.91,50.93,0.39,53.44,611
9711.06,0.65,28.94,0.01,38.5,847
7379.6,0.82,82.95,0.21,82.14,688
4294.33,0.6,90.46,0.17,95.96,537
3264.97,1.28,57.73,0.42,63.65,530
7168.31,0.55,65.04,0.3,63.48,744
3722.02,1.41,70.11,0.36,74.89,529
9342.04,1.26,59.71,0.3,53.63,836
2047.02,1.04,70.73,0.23,65.0,461
